year,category,was_nominated,artist,track_name,popularity,danceability,energy,explicit,nomination_dec
2006,Best Rock Song,1,,Dani California,78,0.556,0.913,False,2000
1997,Best Rock Performance By A Duo Or Group With Vocal,1,The Wallflowers,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Song,1,,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Performance By A Duo Or Group With Vocal,1,The Wallflowers,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Song,1,,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Performance By A Duo Or Group With Vocal,1,The Wallflowers,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Song,1,,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Performance By A Duo Or Group With Vocal,1,The Wallflowers,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Song,1,,One Headlight,0,0.683,0.643,False,1990
1997,Best Rock Performance By A Duo Or Group With Vocal,1,The Wallflowers,One Headlight,73,0.701,0.539,False,1990
1997,Best Rock Song,1,,One Headlight,73,0.701,0.539,False,1990
2019,Best Rock Album,1,The Cranberries,In The End,71,0.442,0.939,False,2010
2019,Best Rock Album,1,The Cranberries,In The End,50,0.433,0.96,True,2010
2019,Best Rock Album,1,The Cranberries,In The End,71,0.442,0.939,False,2010
2019,Best Rock Album,1,The Cranberries,In The End,60,0.477,0.0384,False,2010
2001,Best Metal Performance,1,Tool,Schism,70,0.567,0.714,False,2000
2001,Best Metal Performance,1,Tool,Schism,70,0.567,0.714,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,2,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,2,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,82,0.331,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.75,0.829,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.75,0.829,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,52,0.467,0.796,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,2,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,2,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,0,0.318,0.943,False,2000
2003,Best Hard Rock Performance,1,Evanescence Featuring Paul McCoy,Bring Me To Life,82,0.331,0.943,False,2000
1993,"Best Pop Vocal Performance, Male",1,Sting,If I Ever Lose My Faith In You,0,0.379,0.562,False,1990
1993,"Best Pop Vocal Performance, Male",1,Sting,If I Ever Lose My Faith In You,0,0.379,0.562,False,1990
1993,"Best Pop Vocal Performance, Male",1,Sting,If I Ever Lose My Faith In You,0,0.379,0.562,False,1990
1993,"Best Pop Vocal Performance, Male",1,Sting,If I Ever Lose My Faith In You,0,0.379,0.562,False,1990
2005,Best Pop Collaboration With Vocals,1,Gorillaz Featuring De La Soul,Feel Good Inc.,84,0.818,0.705,False,2000
2001,Best Hard Rock Performance,1,Linkin Park,Crawling,76,0.58,0.702,False,2000
2001,Best Hard Rock Performance,1,Linkin Park,Crawling,76,0.58,0.702,False,2000
2001,Best Hard Rock Performance,1,Linkin Park,Crawling,53,0.581,0.699,False,2000
2001,Best Hard Rock Performance,1,Linkin Park,Crawling,46,0.58,0.702,False,2000
2001,Best Hard Rock Performance,1,Linkin Park,Crawling,76,0.58,0.702,False,2000
2005,Best Hard Rock Performance,1,System Of A Down,B.Y.O.B.,77,0.538,0.981,True,2000
2005,Best Hard Rock Performance,1,System Of A Down,B.Y.O.B.,77,0.538,0.981,True,2000
2005,Best Metal Performance,1,Slipknot,Before I Forget,77,0.291,0.974,False,2000
2005,Best Metal Performance,1,Slipknot,Before I Forget,77,0.291,0.974,False,2000
2002,Best Female Country Vocal Performance,1,Faith Hill,Cry,76,0.406,0.399,False,2000
2002,Best Female Country Vocal Performance,1,Faith Hill,Cry,45,0.722,0.322,False,2000
2002,Best Female Country Vocal Performance,1,Faith Hill,Cry,76,0.406,0.399,False,2000
2002,Best Female Country Vocal Performance,1,Faith Hill,Cry,76,0.406,0.399,False,2000
2002,Best Female Country Vocal Performance,1,Faith Hill,Cry,23,0.618,0.893,False,2000
2019,Best Dance/Electronic Album,1,Tycho Featuring Saint Sinner,Weather,62,0.527,0.242,False,2010
2019,Best Dance/Electronic Album,1,Tycho Featuring Saint Sinner,Weather,62,0.527,0.242,False,2010
1982,"Best Pop Vocal Performance, Male",1,Lionel Richie,Truly,59,0.449,0.383,False,1980
1982,"Best Pop Vocal Performance, Male",1,Lionel Richie,Truly,60,0.366,0.238,False,1980
2019,Best Urban Contemporary Album,1,NAO,Saturn,68,0.263,0.237,False,2010
2019,Best Urban Contemporary Album,1,NAO,Saturn,56,0.764,0.342,False,2010
2019,Best Urban Contemporary Album,1,NAO,Saturn,1,0.541,0.485,False,2010
2019,Best Urban Contemporary Album,1,NAO,Saturn,1,0.541,0.485,False,2010
2019,Best Urban Contemporary Album,1,NAO,Saturn,1,0.541,0.485,False,2010
2017,Best Rock Song,1,,Run,55,0.336,0.173,False,2010
2017,Best Rock Song,1,,Run,62,0.285,0.462,False,2010
2017,Best Rock Song,1,,Run,54,0.506,0.581,False,2010
2017,Best Rock Song,1,,Run,54,0.506,0.581,False,2010
2017,Best Rock Song,1,,Run,63,0.553,0.539,False,2010
2017,Best Rock Song,1,,Run,60,0.745,0.672,False,2010
2017,Best Rock Song,1,,Run,23,0.24,0.947,False,2010
2017,Best Rock Song,1,,Run,61,0.365,0.892,False,2010
2017,Best Rock Song,1,,Run,53,0.572,0.754,False,2010
2017,Best Rock Song,1,,Run,14,0.561,0.912,False,2010
2017,Best Rock Song,1,,Run,0,0.646,0.418,False,2010
2017,Best Rock Song,1,,Run,34,0.646,0.418,False,2010
2017,Best Rock Song,1,,Run,70,0.554,0.878,False,2010
2017,Best Rock Song,1,,Run,58,0.481,0.938,False,2010
2017,Best Rock Song,1,,Run,0,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,76,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,75,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,0,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,55,0.366,0.802,False,2010
2017,Best Rock Song,1,,Run,0,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,0,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,76,0.682,0.72,False,2010
2017,Best Rock Song,1,,Run,75,0.682,0.72,False,2010
1999,Best Country Album,1,Dixie Chicks,Fly,58,0.174,0.178,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,59,0.174,0.178,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,32,0.677,0.265,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,23,0.696,0.898,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,18,0.696,0.898,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,36,0.871,0.816,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,23,0.343,0.1,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,59,0.63,0.9,False,1990
1999,Best Country Album,1,Dixie Chicks,Fly,41,0.237,0.161,False,1990
1981,"Best Soul Gospel Performance, Contemporary",1,Andrae Crouch,Don't Give Up,53,0.757,0.388,False,1980
1981,"Best Soul Gospel Performance, Contemporary",1,Andrae Crouch,Don't Give Up,49,0.644,0.72,False,1980
1981,"Best Soul Gospel Performance, Contemporary",1,Andrae Crouch,Don't Give Up,17,0.83,0.467,False,1980
1981,"Best Soul Gospel Performance, Contemporary",1,Andrae Crouch,Don't Give Up,49,0.644,0.72,False,1980
1981,"Best Soul Gospel Performance, Contemporary",1,Andrae Crouch,Don't Give Up,13,0.661,0.895,False,1980
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,56,0.364,0.00222,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,60,0.661,0.703,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,60,0.672,0.679,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,60,0.661,0.703,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,53,0.684,0.504,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,69,0.703,0.692,False,2010
2019,Best Dance Recording,1,RÜFÜS DU SOL,Underwater,60,0.672,0.679,False,2010
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,50,0.157,0.334,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,50,0.157,0.334,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,46,0.513,0.647,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,46,0.513,0.647,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,42,0.555,0.888,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,42,0.555,0.888,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,38,0.604,0.876,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,38,0.604,0.876,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,12,0.145,0.277,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,12,0.145,0.277,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,46,0.513,0.647,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,46,0.513,0.647,False,1990
2005,Best Country Performance By A Duo Or Group With Vocal,1,Alison Krauss And Union Station,Restless,47,0.422,0.377,False,2000
1991,Best Country Vocal Collaboration,1,"Ricky Skaggs, Steve Wariner & Vince Gill",Restless,47,0.422,0.377,False,1990
2014,Best Rap Performance,1,Kendrick Lamar,I,55,0.183,0.0896,False,2010
2014,Best Rap Song,1,,I,55,0.183,0.0896,False,2010
2014,Best Rap Performance,1,Kendrick Lamar,I,44,0.548,0.131,False,2010
2014,Best Rap Song,1,,I,44,0.548,0.131,False,2010
1995,Best Instrumental Arrangement,1,,Lament,22,0.464,0.211,False,1990
1995,Best Instrumental Arrangement,1,,Lament,49,0.281,0.00863,False,1990
1995,Best Instrumental Arrangement,1,,Lament,28,0.388,0.0128,False,1990
1995,Best Instrumental Arrangement,1,,Lament,28,0.388,0.0128,False,1990
1997,Best Pop Instrumental Performance,1,Sarah McLachlan,Last Dance,52,0.505,0.104,False,1990
1978,"Best R&B Vocal Performance, Female",1,Donna Summer,Last Dance,52,0.505,0.104,False,1970
1978,Best Rhythm & Blues Song,1,,Last Dance,52,0.505,0.104,False,1970
1997,Best Pop Instrumental Performance,1,Sarah McLachlan,Last Dance,58,0.497,0.838,False,1990
1978,"Best R&B Vocal Performance, Female",1,Donna Summer,Last Dance,58,0.497,0.838,False,1970
1978,Best Rhythm & Blues Song,1,,Last Dance,58,0.497,0.838,False,1970
1997,Best Pop Instrumental Performance,1,Sarah McLachlan,Last Dance,33,0.525,0.837,False,1990
1978,"Best R&B Vocal Performance, Female",1,Donna Summer,Last Dance,33,0.525,0.837,False,1970
1978,Best Rhythm & Blues Song,1,,Last Dance,33,0.525,0.837,False,1970
1997,Best Pop Instrumental Performance,1,Sarah McLachlan,Last Dance,54,0.463,0.62,False,1990
1978,"Best R&B Vocal Performance, Female",1,Donna Summer,Last Dance,54,0.463,0.62,False,1970
1978,Best Rhythm & Blues Song,1,,Last Dance,54,0.463,0.62,False,1970
1997,Best Pop Instrumental Performance,1,Sarah McLachlan,Last Dance,24,0.382,0.742,False,1990
1978,"Best R&B Vocal Performance, Female",1,Donna Summer,Last Dance,24,0.382,0.742,False,1970
1978,Best Rhythm & Blues Song,1,,Last Dance,24,0.382,0.742,False,1970
1994,Best R&B Album,1,Boyz II Men,II,49,0.47,0.072,False,1990
2018,Best Tropical Latin Album,1,Spanish Harlem Orchestra,Anniversary,41,0.333,0.315,False,2010
2010,Best Rap Album,1,Eminem,Recovery,50,0.456,0.461,False,2010
2010,Best Rap Album,1,Eminem,Recovery,50,0.456,0.461,False,2010
2010,Best Rap Album,1,Eminem,Recovery,11,0.456,0.461,False,2010
1983,Song Of The Year,1,,Every Breath You Take,23,0.61,0.438,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,23,0.61,0.438,False,1980
1983,Song Of The Year,1,,Every Breath You Take,65,0.78,0.573,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,65,0.78,0.573,False,1980
1983,Song Of The Year,1,,Every Breath You Take,65,0.78,0.573,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,65,0.78,0.573,False,1980
1983,Song Of The Year,1,,Every Breath You Take,49,0.55,0.259,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,49,0.55,0.259,False,1980
1983,Song Of The Year,1,,Every Breath You Take,38,0.542,0.275,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,38,0.542,0.275,False,1980
1983,Song Of The Year,1,,Every Breath You Take,55,0.316,0.0538,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,55,0.316,0.0538,False,1980
1983,Song Of The Year,1,,Every Breath You Take,86,0.82,0.452,False,1980
1983,Best Pop Performance By A Duo Or Group With Vocal,1,The Police,Every Breath You Take,86,0.82,0.452,False,1980
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,43,0.523,0.617,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,45,0.661,0.378,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,18,0.163,0.898,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,54,0.741,0.354,True,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,43,0.4,0.286,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,16,0.829,0.819,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,73,0.631,0.953,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,49,0.74,0.535,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,59,0.639,0.792,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,31,0.416,0.973,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,73,0.631,0.953,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,74,0.673,0.914,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,73,0.631,0.953,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,63,0.676,0.929,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,54,0.741,0.354,True,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,22,0.549,0.706,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,49,0.171,0.68,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,75,0.418,0.452,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,74,0.673,0.914,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,73,0.631,0.953,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,63,0.676,0.929,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,25,0.464,0.861,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,27,0.547,0.777,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,51,0.321,0.97,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,58,0.539,0.746,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,38,0.802,0.556,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,73,0.631,0.953,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,68,0.874,0.358,True,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,51,0.507,0.402,False,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,54,0.741,0.354,True,1970
1970,Best Jazz Performance - Small Group Or Soloist With Small Group,1,Bill Evans,Alone,49,0.74,0.535,False,1970
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,39,0.617,0.26,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,29,0.603,0.224,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,74,0.603,0.204,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,59,0.654,0.39,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,53,0.661,0.46,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,68,0.748,0.733,True,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,68,0.748,0.733,True,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,39,0.617,0.26,False,2000
2000,Best Male Rock Vocal Performance,1,Lenny Kravitz,Again,38,0.401,0.571,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,34,0.532,0.772,False,2000
2008,Best Country Song,1,,Stay,34,0.532,0.772,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,42,0.176,0.689,False,2000
2008,Best Country Song,1,,Stay,42,0.176,0.689,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,2,0.493,0.931,False,2000
2008,Best Country Song,1,,Stay,2,0.493,0.931,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,21,0.416,0.818,False,2000
2008,Best Country Song,1,,Stay,21,0.416,0.818,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,34,0.607,0.799,False,2000
2008,Best Country Song,1,,Stay,34,0.607,0.799,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,34,0.607,0.799,False,2000
2008,Best Country Song,1,,Stay,34,0.607,0.799,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,3,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,3,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,3,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,3,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,67,0.634,0.658,True,2000
2008,Best Country Song,1,,Stay,67,0.634,0.658,True,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,56,0.0863,0.0476,False,2000
2008,Best Country Song,1,,Stay,56,0.0863,0.0476,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,54,0.734,0.51,True,2000
2008,Best Country Song,1,,Stay,54,0.734,0.51,True,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,34,0.532,0.772,False,2000
2008,Best Country Song,1,,Stay,34,0.532,0.772,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,52,0.483,0.939,False,2000
2008,Best Country Song,1,,Stay,52,0.483,0.939,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,54,0.645,0.448,False,2000
2008,Best Country Song,1,,Stay,54,0.645,0.448,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,23,0.608,0.15,False,2000
2008,Best Country Song,1,,Stay,23,0.608,0.15,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,68,0.618,0.37,False,2000
2008,Best Country Song,1,,Stay,68,0.618,0.37,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,68,0.618,0.37,False,2000
2008,Best Country Song,1,,Stay,68,0.618,0.37,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.397,0.668,False,2000
2008,Best Country Song,1,,Stay,0,0.397,0.668,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,67,0.582,0.693,False,2000
2008,Best Country Song,1,,Stay,67,0.582,0.693,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,37,0.606,0.739,False,2000
2008,Best Country Song,1,,Stay,37,0.606,0.739,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,67,0.634,0.658,True,2000
2008,Best Country Song,1,,Stay,67,0.634,0.658,True,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,54,0.734,0.51,True,2000
2008,Best Country Song,1,,Stay,54,0.734,0.51,True,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,76,0.69,0.622,False,2000
2008,Best Country Song,1,,Stay,76,0.69,0.622,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,1,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,1,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,0,0.689,0.623,False,2000
2008,Best Country Song,1,,Stay,0,0.689,0.623,False,2000
2008,Best Country Performance By A Duo Or Group With Vocals,1,Sugarland,Stay,54,0.734,0.51,True,2000
2008,Best Country Song,1,,Stay,54,0.734,0.51,True,2000
2009,Best Female Pop Vocal Performance,1,Beyoncé,Halo,22,0.41,0.618,False,2000
2009,Best Female Pop Vocal Performance,1,Beyoncé,Halo,57,0.529,0.92,False,2000
2009,Best Female Pop Vocal Performance,1,Beyoncé,Halo,17,0.677,0.528,False,2000
2009,Best Female Pop Vocal Performance,1,Beyoncé,Halo,60,0.407,0.114,False,2000
1980,Record Of The Year,1,Christopher Cross,Sailing,19,0.497,0.255,False,1980
1980,Song Of The Year,1,,Sailing,19,0.497,0.255,False,1980
1980,Best Arrangement Accompanying Vocalist(s),1,,Sailing,19,0.497,0.255,False,1980
1980,Record Of The Year,1,Christopher Cross,Sailing,71,0.469,0.382,False,1980
1980,Song Of The Year,1,,Sailing,71,0.469,0.382,False,1980
1980,Best Arrangement Accompanying Vocalist(s),1,,Sailing,71,0.469,0.382,False,1980
1980,Record Of The Year,1,Christopher Cross,Sailing,2,0.43,0.375,False,1980
1980,Song Of The Year,1,,Sailing,2,0.43,0.375,False,1980
1980,Best Arrangement Accompanying Vocalist(s),1,,Sailing,2,0.43,0.375,False,1980
2007,Best Jazz Instrumental Solo,1,,Anagram,19,0.496,0.887,False,2000
2007,Best Jazz Instrumental Solo,1,,Anagram,19,0.496,0.887,False,2000
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",1,Michelle Obama,Becoming,18,0.209,0.931,False,2010
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",1,Michelle Obama,Becoming,56,0.578,0.896,True,2010
